folder,filename,tifinagh_char,french_meaning,image_path
17,1184_0.png,ⵜ,t,Tifinagh-MNIST\17\1184_0.png
17,1185_0.png,ⵜ,t,Tifinagh-MNIST\17\1185_0.png
17,1186_0.png,ⵜ,t,Tifinagh-MNIST\17\1186_0.png
17,1187_0.png,ⵜ,t,Tifinagh-MNIST\17\1187_0.png
17,1188_0.png,ⵜ,t,Tifinagh-MNIST\17\1188_0.png
17,1189_0.png,ⵜ,t,Tifinagh-MNIST\17\1189_0.png
17,1190_0.png,ⵜ,t,Tifinagh-MNIST\17\1190_0.png
17,1191_0.png,ⵜ,t,Tifinagh-MNIST\17\1191_0.png
17,1192_0.png,ⵜ,t,Tifinagh-MNIST\17\1192_0.png
17,1193_0.png,ⵜ,t,Tifinagh-MNIST\17\1193_0.png
17,1194_0.png,ⵜ,t,Tifinagh-MNIST\17\1194_0.png
17,1195_0.png,ⵜ,t,Tifinagh-MNIST\17\1195_0.png
17,1196_0.png,ⵜ,t,Tifinagh-MNIST\17\1196_0.png
17,1197_0.png,ⵜ,t,Tifinagh-MNIST\17\1197_0.png
17,1198_0.png,ⵜ,t,Tifinagh-MNIST\17\1198_0.png
17,1199_0.png,ⵜ,t,Tifinagh-MNIST\17\1199_0.png
17,1200_0.png,ⵜ,t,Tifinagh-MNIST\17\1200_0.png
17,1201_0.png,ⵜ,t,Tifinagh-MNIST\17\1201_0.png
17,1202_0.png,ⵜ,t,Tifinagh-MNIST\17\1202_0.png
17,1203_0.png,ⵜ,t,Tifinagh-MNIST\17\1203_0.png
17,1204_0.png,ⵜ,t,Tifinagh-MNIST\17\1204_0.png
17,1205_0.png,ⵜ,t,Tifinagh-MNIST\17\1205_0.png
17,1206_0.png,ⵜ,t,Tifinagh-MNIST\17\1206_0.png
17,1207_0.png,ⵜ,t,Tifinagh-MNIST\17\1207_0.png
17,1208_0.png,ⵜ,t,Tifinagh-MNIST\17\1208_0.png
17,1209_0.png,ⵜ,t,Tifinagh-MNIST\17\1209_0.png
17,1210_0.png,ⵜ,t,Tifinagh-MNIST\17\1210_0.png
17,1211_0.png,ⵜ,t,Tifinagh-MNIST\17\1211_0.png
17,1212_0.png,ⵜ,t,Tifinagh-MNIST\17\1212_0.png
17,1213_0.png,ⵜ,t,Tifinagh-MNIST\17\1213_0.png
17,1214_0.png,ⵜ,t,Tifinagh-MNIST\17\1214_0.png
17,1215_0.png,ⵜ,t,Tifinagh-MNIST\17\1215_0.png
17,1216_0.png,ⵜ,t,Tifinagh-MNIST\17\1216_0.png
17,1217_0.png,ⵜ,t,Tifinagh-MNIST\17\1217_0.png
17,1218_0.png,ⵜ,t,Tifinagh-MNIST\17\1218_0.png
17,1219_0.png,ⵜ,t,Tifinagh-MNIST\17\1219_0.png
17,1220_0.png,ⵜ,t,Tifinagh-MNIST\17\1220_0.png
17,1221_0.png,ⵜ,t,Tifinagh-MNIST\17\1221_0.png
17,1222_0.png,ⵜ,t,Tifinagh-MNIST\17\1222_0.png
17,1223_0.png,ⵜ,t,Tifinagh-MNIST\17\1223_0.png
17,1224_0.png,ⵜ,t,Tifinagh-MNIST\17\1224_0.png
17,1225_0.png,ⵜ,t,Tifinagh-MNIST\17\1225_0.png
17,1226_0.png,ⵜ,t,Tifinagh-MNIST\17\1226_0.png
17,1227_0.png,ⵜ,t,Tifinagh-MNIST\17\1227_0.png
17,1228_0.png,ⵜ,t,Tifinagh-MNIST\17\1228_0.png
17,1229_0.png,ⵜ,t,Tifinagh-MNIST\17\1229_0.png
17,1230_0.png,ⵜ,t,Tifinagh-MNIST\17\1230_0.png
17,1231_0.png,ⵜ,t,Tifinagh-MNIST\17\1231_0.png
17,1232_0.png,ⵜ,t,Tifinagh-MNIST\17\1232_0.png
17,1233_0.png,ⵜ,t,Tifinagh-MNIST\17\1233_0.png
17,1234_0.png,ⵜ,t,Tifinagh-MNIST\17\1234_0.png
17,1235_0.png,ⵜ,t,Tifinagh-MNIST\17\1235_0.png
17,1236_0.png,ⵜ,t,Tifinagh-MNIST\17\1236_0.png
17,1237_0.png,ⵜ,t,Tifinagh-MNIST\17\1237_0.png
17,1238_0.png,ⵜ,t,Tifinagh-MNIST\17\1238_0.png
17,1239_0.png,ⵜ,t,Tifinagh-MNIST\17\1239_0.png
17,1240_0.png,ⵜ,t,Tifinagh-MNIST\17\1240_0.png
17,1241_0.png,ⵜ,t,Tifinagh-MNIST\17\1241_0.png
17,1242_0.png,ⵜ,t,Tifinagh-MNIST\17\1242_0.png
17,1243_0.png,ⵜ,t,Tifinagh-MNIST\17\1243_0.png
17,1244_0.png,ⵜ,t,Tifinagh-MNIST\17\1244_0.png
17,1245_0.png,ⵜ,t,Tifinagh-MNIST\17\1245_0.png
17,1246_0.png,ⵜ,t,Tifinagh-MNIST\17\1246_0.png
17,1247_0.png,ⵜ,t,Tifinagh-MNIST\17\1247_0.png
17,1248_0.png,ⵜ,t,Tifinagh-MNIST\17\1248_0.png
17,1249_0.png,ⵜ,t,Tifinagh-MNIST\17\1249_0.png
17,1250_0.png,ⵜ,t,Tifinagh-MNIST\17\1250_0.png
17,1251_0.png,ⵜ,t,Tifinagh-MNIST\17\1251_0.png
17,1252_0.png,ⵜ,t,Tifinagh-MNIST\17\1252_0.png
17,1253_0.png,ⵜ,t,Tifinagh-MNIST\17\1253_0.png
17,1254_0.png,ⵜ,t,Tifinagh-MNIST\17\1254_0.png
17,1255_0.png,ⵜ,t,Tifinagh-MNIST\17\1255_0.png
17,1256_0.png,ⵜ,t,Tifinagh-MNIST\17\1256_0.png
17,1257_0.png,ⵜ,t,Tifinagh-MNIST\17\1257_0.png
17,1258_0.png,ⵜ,t,Tifinagh-MNIST\17\1258_0.png
17,1259_0.png,ⵜ,t,Tifinagh-MNIST\17\1259_0.png
17,1260_0.png,ⵜ,t,Tifinagh-MNIST\17\1260_0.png
17,1261_0.png,ⵜ,t,Tifinagh-MNIST\17\1261_0.png
17,1262_0.png,ⵜ,t,Tifinagh-MNIST\17\1262_0.png
17,1263_0.png,ⵜ,t,Tifinagh-MNIST\17\1263_0.png
17,1264_0.png,ⵜ,t,Tifinagh-MNIST\17\1264_0.png
17,1265_0.png,ⵜ,t,Tifinagh-MNIST\17\1265_0.png
17,1266_0.png,ⵜ,t,Tifinagh-MNIST\17\1266_0.png
17,1267_0.png,ⵜ,t,Tifinagh-MNIST\17\1267_0.png
17,1268_0.png,ⵜ,t,Tifinagh-MNIST\17\1268_0.png
17,1269_0.png,ⵜ,t,Tifinagh-MNIST\17\1269_0.png
17,1270_0.png,ⵜ,t,Tifinagh-MNIST\17\1270_0.png
17,1271_0.png,ⵜ,t,Tifinagh-MNIST\17\1271_0.png
17,1272_0.png,ⵜ,t,Tifinagh-MNIST\17\1272_0.png
17,1273_0.png,ⵜ,t,Tifinagh-MNIST\17\1273_0.png
17,1274_0.png,ⵜ,t,Tifinagh-MNIST\17\1274_0.png
17,1275_0.png,ⵜ,t,Tifinagh-MNIST\17\1275_0.png
17,1276_0.png,ⵜ,t,Tifinagh-MNIST\17\1276_0.png
17,1277_0.png,ⵜ,t,Tifinagh-MNIST\17\1277_0.png
17,1278_0.png,ⵜ,t,Tifinagh-MNIST\17\1278_0.png
17,1279_0.png,ⵜ,t,Tifinagh-MNIST\17\1279_0.png
17,1280_0.png,ⵜ,t,Tifinagh-MNIST\17\1280_0.png
17,1281_0.png,ⵜ,t,Tifinagh-MNIST\17\1281_0.png
17,1282_0.png,ⵜ,t,Tifinagh-MNIST\17\1282_0.png
17,1283_0.png,ⵜ,t,Tifinagh-MNIST\17\1283_0.png
17,1284_0.png,ⵜ,t,Tifinagh-MNIST\17\1284_0.png
17,1285_0.png,ⵜ,t,Tifinagh-MNIST\17\1285_0.png
17,1286_0.png,ⵜ,t,Tifinagh-MNIST\17\1286_0.png
17,1287_0.png,ⵜ,t,Tifinagh-MNIST\17\1287_0.png
17,1288_0.png,ⵜ,t,Tifinagh-MNIST\17\1288_0.png
17,1289_0.png,ⵜ,t,Tifinagh-MNIST\17\1289_0.png
17,1290_0.png,ⵜ,t,Tifinagh-MNIST\17\1290_0.png
17,1291_0.png,ⵜ,t,Tifinagh-MNIST\17\1291_0.png
17,1292_0.png,ⵜ,t,Tifinagh-MNIST\17\1292_0.png
17,1293_0.png,ⵜ,t,Tifinagh-MNIST\17\1293_0.png
17,1294_0.png,ⵜ,t,Tifinagh-MNIST\17\1294_0.png
17,1295_0.png,ⵜ,t,Tifinagh-MNIST\17\1295_0.png
17,1296_0.png,ⵜ,t,Tifinagh-MNIST\17\1296_0.png
17,1297_0.png,ⵜ,t,Tifinagh-MNIST\17\1297_0.png
17,1298_0.png,ⵜ,t,Tifinagh-MNIST\17\1298_0.png
17,1299_0.png,ⵜ,t,Tifinagh-MNIST\17\1299_0.png
17,1300_0.png,ⵜ,t,Tifinagh-MNIST\17\1300_0.png
17,1301_0.png,ⵜ,t,Tifinagh-MNIST\17\1301_0.png
17,1302_0.png,ⵜ,t,Tifinagh-MNIST\17\1302_0.png
17,1303_0.png,ⵜ,t,Tifinagh-MNIST\17\1303_0.png
17,1304_0.png,ⵜ,t,Tifinagh-MNIST\17\1304_0.png
17,1305_0.png,ⵜ,t,Tifinagh-MNIST\17\1305_0.png
17,1306_0.png,ⵜ,t,Tifinagh-MNIST\17\1306_0.png
17,1307_0.png,ⵜ,t,Tifinagh-MNIST\17\1307_0.png
17,1308_0.png,ⵜ,t,Tifinagh-MNIST\17\1308_0.png
17,1309_0.png,ⵜ,t,Tifinagh-MNIST\17\1309_0.png
17,1310_0.png,ⵜ,t,Tifinagh-MNIST\17\1310_0.png
17,1311_0.png,ⵜ,t,Tifinagh-MNIST\17\1311_0.png
17,1312_0.png,ⵜ,t,Tifinagh-MNIST\17\1312_0.png
17,1313_0.png,ⵜ,t,Tifinagh-MNIST\17\1313_0.png
17,1314_0.png,ⵜ,t,Tifinagh-MNIST\17\1314_0.png
17,1315_0.png,ⵜ,t,Tifinagh-MNIST\17\1315_0.png
17,1316_0.png,ⵜ,t,Tifinagh-MNIST\17\1316_0.png
17,1317_0.png,ⵜ,t,Tifinagh-MNIST\17\1317_0.png
17,1318_0.png,ⵜ,t,Tifinagh-MNIST\17\1318_0.png
17,1319_0.png,ⵜ,t,Tifinagh-MNIST\17\1319_0.png
17,1320_0.png,ⵜ,t,Tifinagh-MNIST\17\1320_0.png
17,1321_0.png,ⵜ,t,Tifinagh-MNIST\17\1321_0.png
17,1322_0.png,ⵜ,t,Tifinagh-MNIST\17\1322_0.png
17,1323_0.png,ⵜ,t,Tifinagh-MNIST\17\1323_0.png
17,1324_0.png,ⵜ,t,Tifinagh-MNIST\17\1324_0.png
17,1325_0.png,ⵜ,t,Tifinagh-MNIST\17\1325_0.png
17,1326_0.png,ⵜ,t,Tifinagh-MNIST\17\1326_0.png
17,1327_0.png,ⵜ,t,Tifinagh-MNIST\17\1327_0.png
17,1328_0.png,ⵜ,t,Tifinagh-MNIST\17\1328_0.png
17,1329_0.png,ⵜ,t,Tifinagh-MNIST\17\1329_0.png
17,1330_0.png,ⵜ,t,Tifinagh-MNIST\17\1330_0.png
17,1331_0.png,ⵜ,t,Tifinagh-MNIST\17\1331_0.png
17,1332_0.png,ⵜ,t,Tifinagh-MNIST\17\1332_0.png
17,1333_0.png,ⵜ,t,Tifinagh-MNIST\17\1333_0.png
17,1334_0.png,ⵜ,t,Tifinagh-MNIST\17\1334_0.png
17,1335_0.png,ⵜ,t,Tifinagh-MNIST\17\1335_0.png
17,1336_0.png,ⵜ,t,Tifinagh-MNIST\17\1336_0.png
17,1337_0.png,ⵜ,t,Tifinagh-MNIST\17\1337_0.png
17,1338_0.png,ⵜ,t,Tifinagh-MNIST\17\1338_0.png
17,1339_0.png,ⵜ,t,Tifinagh-MNIST\17\1339_0.png
17,1340_0.png,ⵜ,t,Tifinagh-MNIST\17\1340_0.png
17,1341_0.png,ⵜ,t,Tifinagh-MNIST\17\1341_0.png
17,1342_0.png,ⵜ,t,Tifinagh-MNIST\17\1342_0.png
17,1343_0.png,ⵜ,t,Tifinagh-MNIST\17\1343_0.png
17,1344_0.png,ⵜ,t,Tifinagh-MNIST\17\1344_0.png
17,1345_0.png,ⵜ,t,Tifinagh-MNIST\17\1345_0.png
17,1346_0.png,ⵜ,t,Tifinagh-MNIST\17\1346_0.png
17,1347_0.png,ⵜ,t,Tifinagh-MNIST\17\1347_0.png
17,1348_0.png,ⵜ,t,Tifinagh-MNIST\17\1348_0.png
17,1349_0.png,ⵜ,t,Tifinagh-MNIST\17\1349_0.png
17,1350_0.png,ⵜ,t,Tifinagh-MNIST\17\1350_0.png
17,1351_0.png,ⵜ,t,Tifinagh-MNIST\17\1351_0.png
17,1352_0.png,ⵜ,t,Tifinagh-MNIST\17\1352_0.png
17,1353_0.png,ⵜ,t,Tifinagh-MNIST\17\1353_0.png
17,1354_0.png,ⵜ,t,Tifinagh-MNIST\17\1354_0.png
17,1355_0.png,ⵜ,t,Tifinagh-MNIST\17\1355_0.png
17,1356_0.png,ⵜ,t,Tifinagh-MNIST\17\1356_0.png
17,1357_0.png,ⵜ,t,Tifinagh-MNIST\17\1357_0.png
17,1358_0.png,ⵜ,t,Tifinagh-MNIST\17\1358_0.png
17,1359_0.png,ⵜ,t,Tifinagh-MNIST\17\1359_0.png
17,1360_0.png,ⵜ,t,Tifinagh-MNIST\17\1360_0.png
17,1361_0.png,ⵜ,t,Tifinagh-MNIST\17\1361_0.png
17,1362_0.png,ⵜ,t,Tifinagh-MNIST\17\1362_0.png
17,1363_0.png,ⵜ,t,Tifinagh-MNIST\17\1363_0.png
17,1364_0.png,ⵜ,t,Tifinagh-MNIST\17\1364_0.png
17,1365_0.png,ⵜ,t,Tifinagh-MNIST\17\1365_0.png
17,1366_0.png,ⵜ,t,Tifinagh-MNIST\17\1366_0.png
17,1367_0.png,ⵜ,t,Tifinagh-MNIST\17\1367_0.png
17,1368_0.png,ⵜ,t,Tifinagh-MNIST\17\1368_0.png
17,1369_0.png,ⵜ,t,Tifinagh-MNIST\17\1369_0.png
17,1370_0.png,ⵜ,t,Tifinagh-MNIST\17\1370_0.png
17,1371_0.png,ⵜ,t,Tifinagh-MNIST\17\1371_0.png
17,1372_0.png,ⵜ,t,Tifinagh-MNIST\17\1372_0.png
17,1373_0.png,ⵜ,t,Tifinagh-MNIST\17\1373_0.png
17,1374_0.png,ⵜ,t,Tifinagh-MNIST\17\1374_0.png
17,1375_0.png,ⵜ,t,Tifinagh-MNIST\17\1375_0.png
17,1376_0.png,ⵜ,t,Tifinagh-MNIST\17\1376_0.png
17,1377_0.png,ⵜ,t,Tifinagh-MNIST\17\1377_0.png
17,1378_0.png,ⵜ,t,Tifinagh-MNIST\17\1378_0.png
17,1379_0.png,ⵜ,t,Tifinagh-MNIST\17\1379_0.png
17,1380_0.png,ⵜ,t,Tifinagh-MNIST\17\1380_0.png
17,1381_0.png,ⵜ,t,Tifinagh-MNIST\17\1381_0.png
17,1382_0.png,ⵜ,t,Tifinagh-MNIST\17\1382_0.png
17,1383_0.png,ⵜ,t,Tifinagh-MNIST\17\1383_0.png
17,1384_0.png,ⵜ,t,Tifinagh-MNIST\17\1384_0.png
17,1385_0.png,ⵜ,t,Tifinagh-MNIST\17\1385_0.png
17,1386_0.png,ⵜ,t,Tifinagh-MNIST\17\1386_0.png
17,1387_0.png,ⵜ,t,Tifinagh-MNIST\17\1387_0.png
17,1388_0.png,ⵜ,t,Tifinagh-MNIST\17\1388_0.png
17,1389_0.png,ⵜ,t,Tifinagh-MNIST\17\1389_0.png
17,1390_0.png,ⵜ,t,Tifinagh-MNIST\17\1390_0.png
17,1391_0.png,ⵜ,t,Tifinagh-MNIST\17\1391_0.png
17,1392_0.png,ⵜ,t,Tifinagh-MNIST\17\1392_0.png
17,1393_0.png,ⵜ,t,Tifinagh-MNIST\17\1393_0.png
17,1394_0.png,ⵜ,t,Tifinagh-MNIST\17\1394_0.png
17,1395_0.png,ⵜ,t,Tifinagh-MNIST\17\1395_0.png
17,1396_0.png,ⵜ,t,Tifinagh-MNIST\17\1396_0.png
17,1397_0.png,ⵜ,t,Tifinagh-MNIST\17\1397_0.png
17,1398_0.png,ⵜ,t,Tifinagh-MNIST\17\1398_0.png
17,1399_0.png,ⵜ,t,Tifinagh-MNIST\17\1399_0.png
17,1400_0.png,ⵜ,t,Tifinagh-MNIST\17\1400_0.png
17,1401_0.png,ⵜ,t,Tifinagh-MNIST\17\1401_0.png
17,1402_0.png,ⵜ,t,Tifinagh-MNIST\17\1402_0.png
17,1403_0.png,ⵜ,t,Tifinagh-MNIST\17\1403_0.png
17,1404_0.png,ⵜ,t,Tifinagh-MNIST\17\1404_0.png
17,1405_0.png,ⵜ,t,Tifinagh-MNIST\17\1405_0.png
17,1406_0.png,ⵜ,t,Tifinagh-MNIST\17\1406_0.png
17,1407_0.png,ⵜ,t,Tifinagh-MNIST\17\1407_0.png
17,1408_0.png,ⵜ,t,Tifinagh-MNIST\17\1408_0.png
17,1409_0.png,ⵜ,t,Tifinagh-MNIST\17\1409_0.png
17,1410_0.png,ⵜ,t,Tifinagh-MNIST\17\1410_0.png
17,1411_0.png,ⵜ,t,Tifinagh-MNIST\17\1411_0.png
17,1412_0.png,ⵜ,t,Tifinagh-MNIST\17\1412_0.png
17,1413_0.png,ⵜ,t,Tifinagh-MNIST\17\1413_0.png
17,1414_0.png,ⵜ,t,Tifinagh-MNIST\17\1414_0.png
17,1415_0.png,ⵜ,t,Tifinagh-MNIST\17\1415_0.png
17,1416_0.png,ⵜ,t,Tifinagh-MNIST\17\1416_0.png
17,1417_0.png,ⵜ,t,Tifinagh-MNIST\17\1417_0.png
17,1418_0.png,ⵜ,t,Tifinagh-MNIST\17\1418_0.png
17,1419_0.png,ⵜ,t,Tifinagh-MNIST\17\1419_0.png
17,1420_0.png,ⵜ,t,Tifinagh-MNIST\17\1420_0.png
17,1421_0.png,ⵜ,t,Tifinagh-MNIST\17\1421_0.png
17,1422_0.png,ⵜ,t,Tifinagh-MNIST\17\1422_0.png
17,1423_0.png,ⵜ,t,Tifinagh-MNIST\17\1423_0.png
17,1424_0.png,ⵜ,t,Tifinagh-MNIST\17\1424_0.png
17,1425_0.png,ⵜ,t,Tifinagh-MNIST\17\1425_0.png
17,1426_0.png,ⵜ,t,Tifinagh-MNIST\17\1426_0.png
17,1427_0.png,ⵜ,t,Tifinagh-MNIST\17\1427_0.png
17,1428_0.png,ⵜ,t,Tifinagh-MNIST\17\1428_0.png
17,1429_0.png,ⵜ,t,Tifinagh-MNIST\17\1429_0.png
17,1430_0.png,ⵜ,t,Tifinagh-MNIST\17\1430_0.png
17,1431_0.png,ⵜ,t,Tifinagh-MNIST\17\1431_0.png
17,1432_0.png,ⵜ,t,Tifinagh-MNIST\17\1432_0.png
17,1433_0.png,ⵜ,t,Tifinagh-MNIST\17\1433_0.png
17,1434_0.png,ⵜ,t,Tifinagh-MNIST\17\1434_0.png
17,1435_0.png,ⵜ,t,Tifinagh-MNIST\17\1435_0.png
17,1436_0.png,ⵜ,t,Tifinagh-MNIST\17\1436_0.png
17,1437_0.png,ⵜ,t,Tifinagh-MNIST\17\1437_0.png
17,1438_0.png,ⵜ,t,Tifinagh-MNIST\17\1438_0.png
17,1439_0.png,ⵜ,t,Tifinagh-MNIST\17\1439_0.png
17,1440_0.png,ⵜ,t,Tifinagh-MNIST\17\1440_0.png
17,1441_0.png,ⵜ,t,Tifinagh-MNIST\17\1441_0.png
17,1442_0.png,ⵜ,t,Tifinagh-MNIST\17\1442_0.png
17,1443_0.png,ⵜ,t,Tifinagh-MNIST\17\1443_0.png
17,1444_0.png,ⵜ,t,Tifinagh-MNIST\17\1444_0.png
17,1445_0.png,ⵜ,t,Tifinagh-MNIST\17\1445_0.png
17,1446_0.png,ⵜ,t,Tifinagh-MNIST\17\1446_0.png
17,1447_0.png,ⵜ,t,Tifinagh-MNIST\17\1447_0.png
17,1448_0.png,ⵜ,t,Tifinagh-MNIST\17\1448_0.png
17,1449_0.png,ⵜ,t,Tifinagh-MNIST\17\1449_0.png
17,1450_0.png,ⵜ,t,Tifinagh-MNIST\17\1450_0.png
17,1451_0.png,ⵜ,t,Tifinagh-MNIST\17\1451_0.png
17,1452_0.png,ⵜ,t,Tifinagh-MNIST\17\1452_0.png
17,1453_0.png,ⵜ,t,Tifinagh-MNIST\17\1453_0.png
17,1454_0.png,ⵜ,t,Tifinagh-MNIST\17\1454_0.png
17,1455_0.png,ⵜ,t,Tifinagh-MNIST\17\1455_0.png
17,1456_0.png,ⵜ,t,Tifinagh-MNIST\17\1456_0.png
17,1457_0.png,ⵜ,t,Tifinagh-MNIST\17\1457_0.png
17,1458_0.png,ⵜ,t,Tifinagh-MNIST\17\1458_0.png
17,1459_0.png,ⵜ,t,Tifinagh-MNIST\17\1459_0.png
17,1460_0.png,ⵜ,t,Tifinagh-MNIST\17\1460_0.png
17,1461_0.png,ⵜ,t,Tifinagh-MNIST\17\1461_0.png
17,1462_0.png,ⵜ,t,Tifinagh-MNIST\17\1462_0.png
17,1463_0.png,ⵜ,t,Tifinagh-MNIST\17\1463_0.png
17,1464_0.png,ⵜ,t,Tifinagh-MNIST\17\1464_0.png
17,1465_0.png,ⵜ,t,Tifinagh-MNIST\17\1465_0.png
17,1466_0.png,ⵜ,t,Tifinagh-MNIST\17\1466_0.png
17,1467_0.png,ⵜ,t,Tifinagh-MNIST\17\1467_0.png
17,1468_0.png,ⵜ,t,Tifinagh-MNIST\17\1468_0.png
17,1469_0.png,ⵜ,t,Tifinagh-MNIST\17\1469_0.png
17,1470_0.png,ⵜ,t,Tifinagh-MNIST\17\1470_0.png
17,1471_0.png,ⵜ,t,Tifinagh-MNIST\17\1471_0.png
17,1472_0.png,ⵜ,t,Tifinagh-MNIST\17\1472_0.png
17,1473_0.png,ⵜ,t,Tifinagh-MNIST\17\1473_0.png
17,1474_0.png,ⵜ,t,Tifinagh-MNIST\17\1474_0.png
17,1475_0.png,ⵜ,t,Tifinagh-MNIST\17\1475_0.png
17,1476_0.png,ⵜ,t,Tifinagh-MNIST\17\1476_0.png
17,1477_0.png,ⵜ,t,Tifinagh-MNIST\17\1477_0.png
17,1478_0.png,ⵜ,t,Tifinagh-MNIST\17\1478_0.png
17,1479_0.png,ⵜ,t,Tifinagh-MNIST\17\1479_0.png
17,1480_0.png,ⵜ,t,Tifinagh-MNIST\17\1480_0.png
17,1481_0.png,ⵜ,t,Tifinagh-MNIST\17\1481_0.png
17,1482_0.png,ⵜ,t,Tifinagh-MNIST\17\1482_0.png
17,1483_0.png,ⵜ,t,Tifinagh-MNIST\17\1483_0.png
17,1484_0.png,ⵜ,t,Tifinagh-MNIST\17\1484_0.png
17,1485_0.png,ⵜ,t,Tifinagh-MNIST\17\1485_0.png
17,1486_0.png,ⵜ,t,Tifinagh-MNIST\17\1486_0.png
17,1487_0.png,ⵜ,t,Tifinagh-MNIST\17\1487_0.png
17,1488_0.png,ⵜ,t,Tifinagh-MNIST\17\1488_0.png
17,1489_0.png,ⵜ,t,Tifinagh-MNIST\17\1489_0.png
17,1490_0.png,ⵜ,t,Tifinagh-MNIST\17\1490_0.png
17,1491_0.png,ⵜ,t,Tifinagh-MNIST\17\1491_0.png
17,1492_0.png,ⵜ,t,Tifinagh-MNIST\17\1492_0.png
17,1493_0.png,ⵜ,t,Tifinagh-MNIST\17\1493_0.png
17,1494_0.png,ⵜ,t,Tifinagh-MNIST\17\1494_0.png
17,1495_0.png,ⵜ,t,Tifinagh-MNIST\17\1495_0.png
17,1496_0.png,ⵜ,t,Tifinagh-MNIST\17\1496_0.png
17,1497_0.png,ⵜ,t,Tifinagh-MNIST\17\1497_0.png
17,1498_0.png,ⵜ,t,Tifinagh-MNIST\17\1498_0.png
17,1499_0.png,ⵜ,t,Tifinagh-MNIST\17\1499_0.png
17,t.png,ⵜ,t,Tifinagh-MNIST\17\t.png
17,t1.png,ⵜ,t,Tifinagh-MNIST\17\t1.png
17,t16.png,ⵜ,t,Tifinagh-MNIST\17\t16.png
17,t17.png,ⵜ,t,Tifinagh-MNIST\17\t17.png
17,t18.png,ⵜ,t,Tifinagh-MNIST\17\t18.png
17,t21.png,ⵜ,t,Tifinagh-MNIST\17\t21.png
17,t3.png,ⵜ,t,Tifinagh-MNIST\17\t3.png
17,t32.png,ⵜ,t,Tifinagh-MNIST\17\t32.png
17,t33.png,ⵜ,t,Tifinagh-MNIST\17\t33.png
17,t34.png,ⵜ,t,Tifinagh-MNIST\17\t34.png
17,t35.png,ⵜ,t,Tifinagh-MNIST\17\t35.png
17,t36.png,ⵜ,t,Tifinagh-MNIST\17\t36.png
17,t37.png,ⵜ,t,Tifinagh-MNIST\17\t37.png
17,t38.png,ⵜ,t,Tifinagh-MNIST\17\t38.png
17,t39.png,ⵜ,t,Tifinagh-MNIST\17\t39.png
17,t40.png,ⵜ,t,Tifinagh-MNIST\17\t40.png
17,t41.png,ⵜ,t,Tifinagh-MNIST\17\t41.png
17,t42.png,ⵜ,t,Tifinagh-MNIST\17\t42.png
17,t43.png,ⵜ,t,Tifinagh-MNIST\17\t43.png
17,t5.png,ⵜ,t,Tifinagh-MNIST\17\t5.png
17,t6.png,ⵜ,t,Tifinagh-MNIST\17\t6.png
17,tt.png,ⵜ,t,Tifinagh-MNIST\17\tt.png
17,tt1.png,ⵜ,t,Tifinagh-MNIST\17\tt1.png
17,tt16.png,ⵜ,t,Tifinagh-MNIST\17\tt16.png
17,tt17.png,ⵜ,t,Tifinagh-MNIST\17\tt17.png
17,tt18.png,ⵜ,t,Tifinagh-MNIST\17\tt18.png
17,tt21.png,ⵜ,t,Tifinagh-MNIST\17\tt21.png
17,tt3.png,ⵜ,t,Tifinagh-MNIST\17\tt3.png
17,tt32.png,ⵜ,t,Tifinagh-MNIST\17\tt32.png
17,tt33.png,ⵜ,t,Tifinagh-MNIST\17\tt33.png
17,tt34.png,ⵜ,t,Tifinagh-MNIST\17\tt34.png
17,tt35.png,ⵜ,t,Tifinagh-MNIST\17\tt35.png
17,tt36.png,ⵜ,t,Tifinagh-MNIST\17\tt36.png
17,tt37.png,ⵜ,t,Tifinagh-MNIST\17\tt37.png
17,tt38.png,ⵜ,t,Tifinagh-MNIST\17\tt38.png
17,tt39.png,ⵜ,t,Tifinagh-MNIST\17\tt39.png
17,tt40.png,ⵜ,t,Tifinagh-MNIST\17\tt40.png
17,tt41.png,ⵜ,t,Tifinagh-MNIST\17\tt41.png
17,tt42.png,ⵜ,t,Tifinagh-MNIST\17\tt42.png
17,tt43.png,ⵜ,t,Tifinagh-MNIST\17\tt43.png
17,tt5.png,ⵜ,t,Tifinagh-MNIST\17\tt5.png
17,tt6.png,ⵜ,t,Tifinagh-MNIST\17\tt6.png
18,1000_2.png,ⵓ,u,Tifinagh-MNIST\18\1000_2.png
18,1001_2.png,ⵓ,u,Tifinagh-MNIST\18\1001_2.png
18,1002_2.png,ⵓ,u,Tifinagh-MNIST\18\1002_2.png
18,1003_2.png,ⵓ,u,Tifinagh-MNIST\18\1003_2.png
18,1004_2.png,ⵓ,u,Tifinagh-MNIST\18\1004_2.png
18,1005_2.png,ⵓ,u,Tifinagh-MNIST\18\1005_2.png
18,1006_2.png,ⵓ,u,Tifinagh-MNIST\18\1006_2.png
18,1007_2.png,ⵓ,u,Tifinagh-MNIST\18\1007_2.png
18,1008_2.png,ⵓ,u,Tifinagh-MNIST\18\1008_2.png
18,1009_2.png,ⵓ,u,Tifinagh-MNIST\18\1009_2.png
18,1010_2.png,ⵓ,u,Tifinagh-MNIST\18\1010_2.png
18,1011_2.png,ⵓ,u,Tifinagh-MNIST\18\1011_2.png
18,1012_2.png,ⵓ,u,Tifinagh-MNIST\18\1012_2.png
